record_id,sample_index,part_id,measurement_timestamp_sgt,production_date_sgt,batch_id,process_stage,shift,assembly_operator_id,appraiser_id,improvement_plan_id,improvement_actions,source_system,motor_current_a,jaw_alignment_error_mm,gear_backlash_deg,pad_thickness_mm,fastener_torque_nm,sensor_zero_offset_n,measured_force_n,target_n,lsl_n,usl_n,deviation_from_target_n,spec_status,defect_type,defect_flag,device_id,protocol_id,test_block_id,test_block_diameter_mm,closing_speed_mm_s,hold_time_s,contact_distance_from_jaw_root_mm,device_resolution_n,ctq,data_label,generation_model_version,process_seed,measurement_seed
BL-173,173,EG-B-173,2026-08-13T21:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.063,0.236,0.981,2.973,2.113,0.043,12.07,12.00,10.00,14.00,0.07,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-174,174,EG-B-174,2026-08-13T21:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.88,0.21,1.158,2.899,2.444,-0.045,11.23,12.00,10.00,14.00,-0.77,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-175,175,EG-B-175,2026-08-13T22:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.216,0.166,0.584,3.035,2.403,0.008,12.47,12.00,10.00,14.00,0.47,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-176,176,EG-B-176,2026-08-13T22:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.696,0.433,1.088,2.912,2.244,-0.006,10.06,12.00,10.00,14.00,-1.94,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-177,177,EG-B-177,2026-08-13T23:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.052,0.207,0.804,3.104,2.367,-0.019,12.15,12.00,10.00,14.00,0.15,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-178,178,EG-B-178,2026-08-13T23:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.81,0.309,0.605,3.167,2.474,-0.031,11.03,12.00,10.00,14.00,-0.97,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-179,179,EG-B-179,2026-08-14T00:00:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.069,0.118,0.731,3.038,2.76,0.022,12.22,12.00,10.00,14.00,0.22,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-180,180,EG-B-180,2026-08-14T00:30:00+08:00,2026-08-13,BATCH-B-09,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.842,0.345,1.311,2.972,2.119,0.017,10.95,12.00,10.00,14.00,-1.05,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-181,181,EG-B-181,2026-08-14T08:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.056,0.106,0.465,3.039,2.75,0.007,12.44,12.00,10.00,14.00,0.44,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-182,182,EG-B-182,2026-08-14T08:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.845,0.211,0.343,3.055,2.349,0.021,11.94,12.00,10.00,14.00,-0.06,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-183,183,EG-B-183,2026-08-14T09:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.92,0.168,0.348,2.968,2.49,0.060,11.32,12.00,10.00,14.00,-0.68,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-184,184,EG-B-184,2026-08-14T09:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.974,0.309,0.631,3.073,2.583,-0.005,11.76,12.00,10.00,14.00,-0.24,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-185,185,EG-B-185,2026-08-14T10:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-A,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.571,0.288,0.791,2.958,2.397,-0.033,10.39,12.00,10.00,14.00,-1.61,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-186,186,EG-B-186,2026-08-14T10:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.229,0.022,0.867,3.048,2.183,-0.029,12.66,12.00,10.00,14.00,0.66,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-187,187,EG-B-187,2026-08-14T11:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.76,0.197,0.718,3.144,2.601,0.084,11.86,12.00,10.00,14.00,-0.14,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-188,188,EG-B-188,2026-08-14T11:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.905,0.447,0.471,2.98,1.86,0.014,11.31,12.00,10.00,14.00,-0.69,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-189,189,EG-B-189,2026-08-14T12:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.652,0.225,0.711,2.906,2.584,-0.035,10.95,12.00,10.00,14.00,-1.05,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-190,190,EG-B-190,2026-08-14T12:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Day,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.9,0.264,0.162,3.088,2.69,-0.043,11.70,12.00,10.00,14.00,-0.30,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-191,191,EG-B-191,2026-08-14T20:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.671,0.246,0.394,3.015,2.293,-0.071,11.78,12.00,10.00,14.00,-0.22,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-192,192,EG-B-192,2026-08-14T20:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.91,0.192,1.195,3.026,2.356,-0.026,11.83,12.00,10.00,14.00,-0.17,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-193,193,EG-B-193,2026-08-14T21:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.607,0.259,0.494,3.013,2.518,0.005,10.58,12.00,10.00,14.00,-1.42,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-194,194,EG-B-194,2026-08-14T21:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.032,0.234,0.5,2.775,2.372,0.013,11.85,12.00,10.00,14.00,-0.15,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-195,195,EG-B-195,2026-08-14T22:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-B,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.294,0.177,1.303,2.865,2.373,-0.054,12.75,12.00,10.00,14.00,0.75,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-196,196,EG-B-196,2026-08-14T22:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.341,0.294,0.756,2.873,2.427,-0.025,12.60,12.00,10.00,14.00,0.60,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-197,197,EG-B-197,2026-08-14T23:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.811,0.307,0.42,3.085,1.981,-0.051,11.56,12.00,10.00,14.00,-0.44,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-198,198,EG-B-198,2026-08-14T23:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-C,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,2.106,0.554,0.428,2.961,2.147,0.015,11.76,12.00,10.00,14.00,-0.24,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-199,199,EG-B-199,2026-08-15T00:00:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-A,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.777,0.422,0.436,3.104,2.895,-0.027,11.46,12.00,10.00,14.00,-0.54,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
BL-200,200,EG-B-200,2026-08-15T00:30:00+08:00,2026-08-14,BATCH-B-10,Before Improvement,Night,OP-C,APP-B,NOT-APPLIED,Baseline condition; no improvement actions applied,Synthetic EOL inspection generator,1.871,0.278,0.533,2.93,2.089,-0.020,11.49,12.00,10.00,14.00,-0.51,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090703,2026090705
AF-001,1,EG-A-001,2026-08-24T08:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.124,0.241,0.312,2.937,2.408,-0.063,12.16,12.00,10.00,14.00,0.16,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-002,2,EG-A-002,2026-08-24T08:30:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.921,0.135,0.465,3.011,2.486,-0.015,11.92,12.00,10.00,14.00,-0.08,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-003,3,EG-A-003,2026-08-24T09:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.098,0.085,0.354,2.879,2.503,0.029,12.61,12.00,10.00,14.00,0.61,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-004,4,EG-A-004,2026-08-24T09:30:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.947,0.091,0.516,2.978,2.489,-0.056,11.42,12.00,10.00,14.00,-0.58,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-005,5,EG-A-005,2026-08-24T10:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.071,0.176,0.277,2.933,2.552,-0.071,12.26,12.00,10.00,14.00,0.26,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-006,6,EG-A-006,2026-08-24T10:30:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.02,0.216,0.224,3.006,2.594,0.010,12.59,12.00,10.00,14.00,0.59,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-007,7,EG-A-007,2026-08-24T11:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.045,0.191,0.446,2.995,2.594,0.014,12.39,12.00,10.00,14.00,0.39,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-008,8,EG-A-008,2026-08-24T11:30:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.048,0.118,0.525,2.974,2.388,-0.062,12.65,12.00,10.00,14.00,0.65,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-009,9,EG-A-009,2026-08-24T12:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.882,0.32,0.346,2.844,2.587,0.007,11.51,12.00,10.00,14.00,-0.49,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-010,10,EG-A-010,2026-08-24T12:30:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.031,0.182,0.488,2.91,2.464,0.055,13.12,12.00,10.00,14.00,1.12,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-011,11,EG-A-011,2026-08-24T20:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Night,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.802,0.172,0.295,2.92,2.558,0.005,11.53,12.00,10.00,14.00,-0.47,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-012,12,EG-A-012,2026-08-24T20:30:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Night,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.096,0.134,0.522,2.956,2.39,0.005,11.91,12.00,10.00,14.00,-0.09,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-013,13,EG-A-013,2026-08-24T21:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Night,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.854,0.114,0.55,2.942,2.391,-0.032,11.16,12.00,10.00,14.00,-0.84,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-014,14,EG-A-014,2026-08-24T21:30:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Night,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.932,0.149,0.528,2.867,2.545,0.002,11.45,12.00,10.00,14.00,-0.55,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-015,15,EG-A-015,2026-08-24T22:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Night,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.91,0.216,0.534,2.942,2.498,-0.018,11.58,12.00,10.00,14.00,-0.42,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-016,16,EG-A-016,2026-08-24T22:30:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.113,0.216,0.226,2.909,2.547,-0.053,12.22,12.00,10.00,14.00,0.22,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-017,17,EG-A-017,2026-08-24T23:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.039,0.129,0.48,2.916,2.386,-0.006,12.86,12.00,10.00,14.00,0.86,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-018,18,EG-A-018,2026-08-24T23:30:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Night,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.945,0.284,0.413,2.959,2.393,-0.027,11.77,12.00,10.00,14.00,-0.23,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-019,19,EG-A-019,2026-08-25T00:00:00+08:00,2026-08-24,BATCH-A-01,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.045,0.098,0.24,2.951,2.508,0.077,12.42,12.00,10.00,14.00,0.42,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
